content,timestamp,platform,stock_name,delta_seconds,weight,label,fear_score,greed_score,neutral_score,reason
삼성맨들은 이재용 경영 능력이 뛰어나다고 생각하지 않는다는데 어케 생각하심,2024-06-05 00:16:22+00:00,toss,삼성전자,25116589.0,5.6240117072757355e-127,,0.0,0.0,1.0,질문 형식으로 감정 표현 없이 정보를 요청하는 중립적 태도
,2024-11-28 10:27:09+00:00,toss,삼성전자,9873542.0,2.344678209107181e-50,,0.0,0.0,1.0,문장이 제공되지 않았거나 분석할 수 없는 내용
8만에서 61590까지 온 보람이 있네,2025-03-21 02:04:05+00:00,toss,삼성전자,140526.0,0.1966247216323569,,0.0,1.0,0.0,보람이 있다는 긍정적인 표현으로 탐욕 비중이 높음
오늘 5만전자 간다 안간다,2024-10-15 01:02:21+00:00,toss,삼성전자,13709030.0,1.2324976409365346e-69,,0.0,0.0,1.0,"질문 형태로 감정이 뚜렷하지 않고, 고민 또는 관망의 태도를 보임"
원금이 없어진다는 국장에 손을 댑니다,2025-01-02 03:48:39+00:00,toss,삼성전자,6873452.0,2.8197145662885847e-35,,0.8,0.0,0.2,"원금 손실 언급으로 공포 비중이 높으며, 조심스러운 행동을 나타내는 표현 포함"
"그래도 옆동내 하닉만큼은 안빠지는게 다행인가
삼전은 그래도 미래적으로 봤을때 그나마 괜찮거나
저평가는 확실한것 같기도",2024-04-22 00:06:16+00:00,toss,삼성전자,28918795.0,4.345531666957368e-146,,0.2,0.3,0.5,"미래적 긍정과 저평가 언급으로 탐욕 비중이 있으나, 대체로 중립적 관점에서 분석하는 내용이 많음"
올랐다,2024-12-30 00:41:54+00:00,toss,삼성전자,7143857.0,1.2331023814867344e-36,,0.0,0.8,0.2,"상승 언급으로 탐욕 비중이 높으나, 감정 표현이 명확하지 않아 중립도 일부 포함"
"삼성 갤탭 왜 그따구로 만들어
원가절감 적당히 해라",2024-10-08 02:17:30+00:00,toss,삼성전자,14309321.0,1.1841029596768115e-72,,0.7,0.0,0.3,부정적인 평가와 원가 절감에 대한 불만으로 공포 비중이 높음
"넘 늦게 들어왔다
낚시 바늘에 걸렸다",2024-09-26 12:57:20+00:00,toss,삼성전자,15307731.0,1.1345540435393028e-77,,0.8,0.0,0.2,늦게 들어왔다고 느끼고 낚시 바늘에 걸렸다는 표현으로 공포가 높게 나타남
애국하는 마음으로 삼성전자 주식삼 힘내라 삼성전자 문 정권 때 시달리느라 피같은 시간 날리고,2024-10-11 00:28:17+00:00,toss,삼성전자,14056674.0,2.204620734182049e-71,,0.6,0.1,0.3,"시달림과 시간 날림 언급으로 공포 비중이 높으나, 응원의 말로 중립적 감정도 일부 포함"
"더 높으시면 댓글좀
코스피 안 오르네",2024-11-08 04:14:09+00:00,toss,삼성전자,11623922.0,3.729917917529924e-59,,0.2,0.0,0.8,"코스피 상승에 대한 기대가 없으며, 정보 전달의 성격이 강함"
국장은 안하지만 4200원되면 주우러 올께용,2024-11-13 05:01:34+00:00,toss,삼성전자,11189077.0,5.721003815082738e-57,,0.1,0.7,0.2,기대감과 특정 가격에 매수하겠다는 의사 표현으로 탐욕 비중이 높음
삼전은 항상 비실비실 남들오를때 못오르다가 떨어질때만 같이 떨어짐,2025-03-14 03:36:34+00:00,toss,삼성전자,739777.0,0.0001911917328916,,0.8,0.0,0.2,하락과 비교적 부정적인 시장 움직임 언급으로 공포 비중이 높음
"Nvdl로 7월에사서 40퍼 갔다가10퍼먹고
3개월만에 탈출했는데 
삼전 이거는 거진2년 묵혀서 8만전자에서
5만전자로 꼬라박네 
진짜 열불나서
미장이 답임",2024-10-17 01:59:20+00:00,toss,삼성전자,13532811.0,9.474599416612883e-69,,0.8,0.0,0.2,"손실, 분노 언급으로 공포 비중이 높으며, 일부 중립적 관찰 언급이 포함됨"
이제 물타기할 돈이 없다 그렇다고 수수료 주고산 금을 팔수도 없고 내년까지 갖고 갑니다,2024-09-19 19:55:33+00:00,toss,삼성전자,15887438.0,1.3832325399932464e-80,,0.8,0.0,0.2,"물타기할 돈이 없고, 손실을 감수할 수 없어 내년까지 보유 결정으로 공포 비중이 높음"
"외인들 설거지쑈쑈 

진짜 처절하다",2024-11-14 07:14:49+00:00,toss,삼성전자,11094682.0,1.7059018435089913e-56,,0.8,0.0,0.2,비속어 사용과 처절함 언급으로 공포 비중이 높음
1500원씩 내릴때마다 매수중,2024-11-13 02:47:16+00:00,toss,삼성전자,11197135.0,5.211566035626546e-57,,0.1,0.7,0.2,계획적인 매수 전략 언급으로 탐욕 비중이 높음
손절해요,2023-09-01 02:04:17+00:00,toss,삼성전자,49129314.0,1.118734935548585e-247,,0.9,0.0,0.1,손실 언급으로 공포 비중이 매우 높음
"3시이후 매수

세경하이테크 7500
아이쓰리시스템 44150
파마리서치 241500
hd현대 월요일종가 78600 이하면진입",2025-02-09 12:29:37+00:00,toss,삼성전자,3558994.0,1.2897797775307232e-18,,0.0,0.6,0.4,매수 계획과 종목 가격 정보 제공으로 탐욕과 중립 비중이 나뉨
수량  모 우기,2023-11-03 05:43:32+00:00,toss,삼성전자,43672959.0,2.9881604342683315e-220,,0.0,0.0,1.0,불분명한 문장으로 중립 비중이 높음
고점이네,2024-06-19 03:39:39+00:00,toss,삼성전자,23894792.0,7.788931283791122e-121,,0.2,0.1,0.7,"고점 언급은 부정적인 감정을 암시할 수 있으나, 직접적인 손실이나 하락 언급이 없어 중립적 해석이 가능함"
역시  안팔구 가지고있길 잘했어,2024-04-02 02:45:44+00:00,toss,삼성전자,30637227.0,1.0005697611130358e-154,,0.0,0.8,0.2,자신감과 긍정적인 결과에 대한 만족으로 탐욕 비중이 높음
"공무원들 퇴근시간에 튀는거보면 국가에서 낮동안 누루고 있는게 맞긴한가봄
외환보유고가 얼마나 버틸지",2024-12-11 08:05:03+00:00,toss,삼성전자,8758868.0,9.398425241061601e-45,,0.0,0.0,1.0,질문과 상황 설명으로 중립적인 태도를 보임
가치투자를 하세요,2024-10-24 08:05:30+00:00,toss,삼성전자,12906041.0,1.339848446012596e-65,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 정보 전달의 성격이 강함"
"그냥 핸드폰 내 돈주고 사고 
방구석에서 유투브보면서 피자를 먹는게 훨 좋다",2024-10-24 11:39:21+00:00,toss,삼성전자,12893210.0,1.5543593264529877e-65,,0.1,0.1,0.8,부정적 감정이나 탐욕보다는 일상의 선택과 선호를 나타내므로 중립 비중이 높음
겨우 탈출했네 휴,2024-03-21 00:54:53+00:00,toss,삼성전자,31680678.0,5.692223756524054e-160,,0.8,0.0,0.2,"탈출 언급으로 공포 비중이 높으며, 상황에 대한 안도의 느낌으로 중립적 요소 포함"
"올해 6만전자간다
간다",2025-02-06 03:24:14+00:00,toss,삼성전자,3850917.0,4.39691539625122e-20,,0.0,0.9,0.1,과도한 기대와 자신감으로 탐욕 비중이 높음
아직도 이런 언론자료로 장난질하는거 보면 아직 삼성은 정신차리려면 멀었는듯,2024-11-25 00:03:00+00:00,toss,삼성전자,10170191.0,7.567636914682171e-52,,0.8,0.0,0.2,부정적인 언급과 비판으로 공포 비중이 높음
6만 초반 뚫으면 7만 까진 매물 거의 없는데 제발,2025-03-19 01:18:55+00:00,toss,삼성전자,316036.0,0.0257885657294157,,0.1,0.8,0.1,기대감과 자신감이 높아 탐욕 비중이 높음
언젠가는 오르겠지 더떨어지면 더사고,2023-07-07 05:15:38+00:00,toss,삼성전자,53956233.0,6.108662185994827e-272,,0.3,0.4,0.3,"하락에 대한 언급이 있지만, 추가 매수 의지 표현으로 탐욕의 비중도 있음. 또한, 미래에 대한 불확실한 기대감이 중립적 감정을 나타냄."
"8만전자일때 털고 나왔어야지
25년은 어려워보이고 최소 26년은 되봐야 시도할듯",2024-09-11 14:26:31+00:00,toss,삼성전자,16598380.0,3.692368720838556e-84,,0.6,0.0,0.4,"손실과 미래에 대한 부정적 전망으로 공포 비중이 높으나, 미래 시도에 대한 언급으로 중립적 요소도 포함"
10월1520일 사이에 하루이틀정도 반짝오르고 11월 초반부터 야금야금 오를것으로 예상해봅니다,2024-10-08 01:25:58+00:00,toss,삼성전자,14312413.0,1.1424767058556049e-72,,0.0,0.6,0.4,미래의 상승을 예상하는 긍정적인 내용과 함께 구체적인 시기를 언급하며 중립적인 정보 제공
이제 하락하자,2024-10-15 05:33:18+00:00,toss,삼성전자,13692773.0,1.4876570535871004e-69,,0.8,0.0,0.2,하락 언급으로 공포 비중이 높음
얼마나 떨어질지,2024-05-30 00:11:06+00:00,toss,삼성전자,25635305.0,1.3889638183800133e-129,,0.8,0.0,0.2,하락에 대한 우려로 공포 비중이 높음
한강온도재러가야겟네,2024-09-11 00:11:50+00:00,toss,삼성전자,16649661.0,2.0395681398178921e-84,,0.9,0.0,0.1,자살을 암시하는 표현으로 매우 높은 공포 비중
네 제가 그렇습니다 배가아프네요,2025-01-08 01:39:53+00:00,toss,삼성전자,6362778.0,1.0402479382677912e-32,,0.0,0.0,1.0,감정과 관련 없는 개인적인 상태 언급
전 아직 숨 쉴 수 없어요,2024-12-03 00:15:29+00:00,toss,삼성전자,9478242.0,2.2755219706038484e-48,,0.8,0.0,0.2,숨 쉴 수 없다는 표현으로 공포 비중이 높음
이건 아니잖아,2024-11-14 07:41:30+00:00,toss,삼성전자,11093081.0,1.7378070529449056e-56,,0.6,0.1,0.3,"부정적인 반응으로 공포 비중이 높으나, 구체적인 상황이나 감정 표현이 없어 중립적 해석 가능성도 있음"
오늘 몇프로 오르려나,2024-09-19 22:38:05+00:00,toss,삼성전자,15877686.0,1.548510576606456e-80,,0.0,0.0,1.0,"질문 형태로 감정이 뚜렷하지 않고, 정보를 탐색하는 중립적 태도를 보임"
얼마나 갈까,2025-02-04 00:10:07+00:00,toss,삼성전자,4035364.0,5.2001376740882526e-21,,0.0,0.0,1.0,질문 형태로 감정이 뚜렷하지 않으며 관망 태도를 보임
곧6만전자될거같으면개추,2025-03-17 00:14:18+00:00,toss,삼성전자,492713.0,0.0033369543499975,,0.1,0.8,0.1,기대감과 자신감 표현으로 탐욕 비중이 높음
더 떨어질까요,2024-08-05 03:11:32+00:00,toss,삼성전자,19835679.0,1.9716903959888763e-100,,0.4,0.1,0.5,"불확실성 표현으로 중립 비중이 높으나, 하락 가능성에 대한 우려로 공포도 일부 반영됨"
24,2025-03-11 01:56:18+00:00,toss,삼성전자,1004993.0,8.878628812179849e-06,,0.0,0.0,1.0,감정이 뚜렷하지 않은 숫자 정보
껌값감사합니다,2023-06-30 05:28:10+00:00,toss,삼성전자,54560281.0,5.61907341235626e-275,,0.8,0.0,0.2,손실을 암시하는 표현으로 공포 비중이 높음
대체 남들주식은 오르는데 난대체 왜 안오르건 뭐요,2023-09-19 04:55:19+00:00,toss,삼성전자,47563852.0,8.271997555695799e-240,,0.75,0.0,0.25,타인 대비 손실 느낌과 불만으로 공포 비중이 높음
파랗게 질렸네,2024-11-12 03:57:16+00:00,toss,삼성전자,11279335.0,2.0127289833090284e-57,,0.8,0.0,0.2,부정적 감정 표현으로 공포 비중이 높음
"그가 샀습니다

 내려",2024-10-08 01:02:15+00:00,toss,삼성전자,14313836.0,1.123814325987102e-72,,0.6,0.0,0.4,"내려감을 언급하여 공포 비중이 높으나, 구체적인 부정 감정 표현이 없어 중립 비중도 고려됨"
영차영차,2024-12-12 07:29:57+00:00,toss,삼성전자,8674574.0,2.493237469957116e-44,,0.0,0.8,0.2,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
간다,2024-10-22 03:43:12+00:00,toss,삼성전자,13094579.0,1.5113281334109752e-66,,0.0,0.8,0.2,"단어 '간다'는 흥분 또는 자신감을 나타내는 경우가 많으나, 구체적인 맥락이 없어 일부 중립적 해석 가능"
JP모건에서 목표가 6만원,2024-12-10 15:14:04+00:00,toss,삼성전자,8819527.0,4.657460713883763e-45,,0.0,0.0,1.0,정보 전달의 성격이 강함
갤레기 재부팅 외국사례도 있어서 집단 소송으로 갈꺼 같은데,2024-10-03 11:47:18+00:00,toss,삼성전자,14707133.0,1.185127213867866e-74,,0.6,0.0,0.4,"집단 소송 언급으로 공포 비중이 높으나, 정보 전달의 성격도 있어 중립 비중도 상당함"
잘 놀다갑니다,2023-12-21 03:33:13+00:00,toss,삼성전자,39533578.0,1.915298184877585e-199,,0.0,0.0,1.0,감정 표현이나 주식 시장과 관련된 내용이 없음
"이게 한국 대장주다
기적이다 5년간 47
파킹통장도 15주는걸",2025-01-15 06:31:48+00:00,toss,삼성전자,5740463.0,1.3971350057172498e-29,,0.1,0.6,0.3,"기적이라는 표현과 대장주 언급으로 탐욕 비중이 높으나, 구체적인 정보 전달로 중립적 요소도 일부 포함"
무슨일이야,2024-10-22 00:59:30+00:00,toss,삼성전자,13104401.0,1.3489253888882442e-66,,0.0,0.0,1.0,질문 형태로 감정이 뚜렷하지 않음
삼성전자A005930는 지난 영업 이익이 바닥일 가능성이 높고 per  또한 9로 상당한 저평가 영역에 있다고 볼 수 있습니다 아직 충분한 유동성이 국장으로 유입되지 않아 주가가 지지부진 한 것처럼 보이기도 하지만 조금씩 저점을 높이는 모습을 보이고 있습니다 상승 포텐셜이 상당하다고 개인적으로 보이네요,2023-06-14 08:33:20+00:00,toss,삼성전자,55931571.0,7.191144877581216e-282,,0.1,0.6,0.3,"상승 포텐셜 언급으로 탐욕 비중이 높으나, 주가 상황 분석으로 중립적인 내용도 일부 포함됨"
주식 개망했다,2024-12-07 08:57:39+00:00,toss,삼성전자,9101312.0,1.7854223867419573e-46,,0.8,0.0,0.2,손실 언급으로 공포 비중이 높음
더살껄,2025-03-17 00:13:09+00:00,toss,삼성전자,492782.0,0.003334290485014,,0.1,0.8,0.1,과거에 더 많이 매수하지 않은 것에 대한 후회로 탐욕 비중이 높음
구질구질하다 음전가자,2024-09-20 03:43:54+00:00,toss,삼성전자,15859337.0,1.914901596782087e-80,,0.8,0.0,0.2,"음전(음의 전환) 언급으로 공포 비중이 높으며, 구질구질하다는 부정적 상황을 나타냄"
개미들이 겁나쌓이니 아주쫌만 올라도 던지니 주가가 안오르지,2024-08-09 03:34:24+00:00,toss,삼성전자,19488707.0,1.0937374534479144e-98,,0.8,0.05,0.15,주가가 안 오른다는 표현과 던지니(팔아치우니)라는 표현으로 공포 감정이 높게 나타남
,2024-06-14 00:46:17+00:00,toss,삼성전자,24337194.0,4.652851824289307e-123,,0.0,0.0,1.0,"문장이 'nan'으로, 실제 의미 있는 내용이 없어 중립으로 평가"
9만 갈 수 있을까,2023-07-12 07:39:51+00:00,toss,삼성전자,53515580.0,1.0021051911711766e-269,,0.0,0.0,1.0,질문 형식으로 중립적 태도를 보임
경제는 내 란 수  괴 가  말아먹네요,2024-12-04 05:32:03+00:00,toss,삼성전자,9372848.0,7.706371287670783e-48,,0.8,0.0,0.2,손실과 부정적인 표현으로 공포 비중이 높음
건강한 조정,2025-02-21 01:40:25+00:00,toss,삼성전자,2561146.0,1.3373802865567846e-13,,0.0,0.0,1.0,건강한 조정이라는 표현은 중립적인 시장 분석을 나타냄
삼전에 손댄 내가개호구네,2024-12-02 00:35:39+00:00,toss,삼성전자,9563432.0,8.489237513505495e-49,,0.8,0.0,0.2,비속어 사용과 자신을 비하하는 표현으로 공포 비중이 높음
요즘 푸틴도 그렇고 이스라엘도 그렇고 왤케 세계가 급진적이죠 트럼프도 그렇고 한동안 너무 평화로웠나,2024-12-03 23:25:04+00:00,toss,삼성전자,9394867.0,5.972692851688131e-48,,0.0,0.0,1.0,세계 정세에 대한 일반적인 관찰과 의문 제기로 중립적 태도
와 57층 뚫렸네 50층 오면 사러 올게,2024-10-24 07:45:26+00:00,toss,삼성전자,12907245.0,1.3213068997841493e-65,,0.1,0.6,0.3,"구매 의사 표현과 기대감으로 탐욕 비중이 높으나, 구체적인 행동 계획과 조건을 명시하여 중립적 요소도 포함"
난 삼전 주식 한주도 가지고 있지는 않지만 갠 적으로 많이 올라서면 좋겠습니다,2024-12-21 03:33:34+00:00,toss,삼성전자,7911157.0,1.7144401602131712e-40,,0.0,0.7,0.3,"기대감과 긍정적인 바람으로 탐욕 비중이 높으나, 직접적인 소유나 행동을 언급하지 않아 중립적 요소도 일부 포함됨"
지금인가 600원에 사서 내년 78월쯤 8만원에 팔자,2024-10-07 11:20:18+00:00,toss,삼성전자,14363153.0,6.350382385662266e-73,,0.0,0.8,0.2,과도한 기대와 자신감으로 탐욕 비중이 높음
4만5천원 오면 풀매수합니다,2024-11-13 02:48:24+00:00,toss,삼성전자,11197067.0,5.215669345634099e-57,,0.0,0.8,0.2,"풀매수 의사 표현으로 탐욕 비중이 높으며, 가격 목표 설정으로 약간의 중립적 태도 포함"
,2024-11-13 00:29:16+00:00,toss,삼성전자,11205415.0,4.735309363195234e-57,,0.0,0.0,1.0,분석할 내용이 없음
두번째 자리 6자를 보다니,2024-10-24 07:05:31+00:00,toss,삼성전자,12909640.0,1.285183378260865e-65,,0.0,0.0,1.0,감정이 뚜렷하지 않고 구체적인 정보나 의견이 없음
와진짜 충격스럽다,2024-11-13 03:21:26+00:00,toss,삼성전자,11195085.0,5.336698722863049e-57,,0.6,0.1,0.3,"충격이라는 단어 사용으로 부정적 감정 표현이 있으나, 구체적인 손실이나 하락 언급이 없어 중립적 비중도 고려"
삼전은 반도체 상승장엔 반도체회사가 아니라 종합전자회사라고 하면서 안 오르고 떨어질때는 반도체 빠지면 그냥 빠지네,2024-10-23 00:27:24+00:00,toss,삼성전자,13019927.0,3.5859255030117123e-66,,0.75,0.0,0.25,시장의 하락과 비관적인 시각으로 공포 비중이 높음
"슬슬
사야하나",2024-09-19 03:13:02+00:00,toss,삼성전자,15947589.0,6.895135366613417e-81,,0.0,0.4,0.6,구매 고려 표현으로 탐욕과 중립의 혼합된 감정 표현
외인들이 한달넘게 팔다가  이틀동안 고작27만주정도 사들이고 그담 다시 던진다는건 답이없다는거겠죠,2024-11-01 05:23:55+00:00,toss,삼성전자,12224536.0,3.5700891963294506e-62,,0.7,0.0,0.3,외인 매도 후 소량 매수에 대한 실망감으로 공포 비중이 높음
전인구 반대매매법 신탁을 믿어라,2024-11-19 13:34:41+00:00,toss,삼성전자,10639890.0,3.2960343103231703e-54,,0.1,0.6,0.3,신뢰와 기대를 표현하는 문장으로 탐욕 비중이 높음
"개인이 문제네요
좀기다리지 다 팔아치우네
그래서 개미인가보네",2024-05-22 01:36:07+00:00,toss,삼성전자,26321404.0,4.942828501900793e-133,,0.8,0.0,0.2,비판과 체념의 언급으로 공포 비중이 높음
"너랑
머티만 갖고간다",2024-01-17 02:39:29+00:00,toss,삼성전자,37204002.0,9.817067798106941e-188,,0.0,0.8,0.2,특정 종목에 대한 자신감과 투자 의사 표현으로 탐욕 비중이 높음
"이미 s k 한테 따잇 당하고
폴드 Se출시 국내에 천대는 팔릴라나 
4만전자 안사요 3만전자면 고민해봄",2024-10-24 07:45:35+00:00,toss,삼성전자,12907236.0,1.3214445430883317e-65,,0.6,0.1,0.3,"손실 경험과 가격에 대한 고민으로 공포 비중이 높으나, 구매 가능성 언급으로 중립적 요소도 포함"
"트럼프야 미국이니깐 자급자족 되니깐 무적이지 동맹국들 다 죽으라는거 아닌가 

달러 무제한 스와프 해줄것도 아니면서 참  

이런식이면 일본 캐나다 호주도 다 등돌린다",2024-12-02 23:28:49+00:00,toss,삼성전자,9481042.0,2.2029603209932775e-48,,0.8,0.0,0.2,동맹국들에 대한 부정적 전망과 비판적인 시각으로 공포 비중이 높음
김건희는 도이치 통정매매로 22억 벌었다는데 나는 이게 뭐꼬 섬전아,2024-09-20 05:02:24+00:00,toss,삼성전자,15854627.0,2.0221880630567327e-80,,0.0,0.0,1.0,"질문과 불만의 혼합이지만, 구체적인 공포, 탐욕, 중립 감정 중 어느 것에도 명확하게 속하지 않음"
"현시점 외인이 매수하는 이유는 
미장 하락으로 인한 자금 이탈로 타국 증시 저평가된 주가 매입하는것도 있음",2025-03-04 01:22:02+00:00,toss,삼성전자,1611849.0,7.90587468970479e-09,,0.2,0.3,0.5,"미장 하락 언급으로 약간의 공포가 있으나, 저평가된 주가 매입 언급으로 탐욕의 요소도 포함되어 있고, 전반적으로 정보 전달의 성격이 강해 중립 비중이 높음"
하루하루 소소한 행복,2025-02-14 00:54:40+00:00,toss,삼성전자,3168691.0,1.1813964087407043e-16,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 특정한 주식 시장의 상황이나 감정을 언급하지 않음"
본전은오갔지,2024-08-05 05:27:36+00:00,toss,삼성전자,19827515.0,2.1670829154172668e-100,,0.1,0.1,0.8,"본전을 회복했다는 내용으로 중립적인 태도가 높으며, 큰 손실이나 이익 없음"
"어제 살짝 반등 줬다고 환호하던데
단타칠거 아니면 더 내려가니 기다려야해요",2024-10-29 00:43:10+00:00,toss,삼성전자,12500581.0,1.4625922801355994e-63,,0.6,0.1,0.3,"하락을 예상하며 기다림을 권하는 내용으로 공포 비중이 높으나, 행동 제안이 포함되어 중립적 요소도 일부 존재"
삼성이 9를 찍는 날이 올까요,2024-02-18 00:52:05+00:00,toss,삼성전자,34445646.0,7.194723050290924e-174,,0.0,0.0,1.0,"질문 형태로 정보를 요청하며, 특정 감정을 드러내지 않음"
가즈아,2025-03-17 00:05:17+00:00,toss,삼성전자,493254.0,0.0033161250433315,,0.0,1.0,0.0,흥분과 과도한 기대를 나타내는 표현으로 탐욕 비중이 높음
한번 더 추매,2024-11-19 00:17:41+00:00,toss,삼성전자,10687710.0,1.895054881741628e-54,,0.1,0.7,0.2,추가 매수 의사로 탐욕 비중이 높음
지금 추매,2025-03-21 01:32:39+00:00,toss,삼성전자,142412.0,0.1923791649226773,,0.1,0.7,0.2,추가 매수 의사 표현으로 탐욕 비중이 높음
싹다정리했으니 이제 5만으로 내려오세요  기다릴게요,2023-12-13 08:40:07+00:00,toss,삼성전자,40206364.0,7.951325883873334e-203,,0.6,0.1,0.3,청산 후 하락을 기다리는 태도에서 공포와 중립적 태도가 섞임
mood,2025-01-06 16:16:06+00:00,toss,삼성전자,6483005.0,2.5870752129624818e-33,,0.0,0.0,1.0,제공된 문장에는 감정을 나타내는 구체적인 단어가 없음
H BM  약발 끝,2024-08-08 05:41:30+00:00,toss,삼성전자,19567481.0,4.39492149824986e-99,,0.6,0.1,0.3,약발 끝은 효과가 끝났음을 의미해 부정적 시각을 나타냄
음,2025-02-26 02:51:12+00:00,toss,삼성전자,2124899.0,2.0848514318584496e-11,,0.0,0.0,1.0,감정이 뚜렷하지 않은 중립적 표현
할아버지 말이 이루어지고있어요,2023-06-05 04:30:03+00:00,toss,삼성전자,56723768.0,7.495059001995664e-286,,0.1,0.6,0.3,"기대감과 희망의 표현으로 탐욕 비중이 높으나, 구체적인 내용이 없어 중립적 해석도 가능"
와 삼전인데 내랴가는 속도 뭐임,2024-01-16 00:55:58+00:00,toss,삼성전자,37296613.0,3.360991127185229e-188,,0.2,0.1,0.7,놀람과 빠른 변화 언급이지만 구체적인 감정 표현이 없어 중립 비중이 높음
외인 받아주려고 자사주 사는거임,2024-11-20 00:32:16+00:00,toss,삼성전자,10600435.0,5.203727076199625e-54,,0.0,0.0,1.0,감정이 뚜렷하지 않고 정보 전달의 성격이 강함
"삼전은 3배 레버리지 만들어라
뭔 변동폭이 골드여",2024-12-23 08:20:51+00:00,toss,삼성전자,7721120.0,1.5465146899793925e-39,,0.1,0.7,0.2,3배 레버리지 요구와 변동폭에 대한 높은 기대감으로 탐욕 비중이 높음
"삼성전자
는 국력입니다
기쁠때나어려울때나
언제나 함께 합니다",2024-11-18 04:14:27+00:00,toss,삼성전자,10759904.0,8.217402723374989e-55,,0.0,0.2,0.8,국력과 언제나 함께 한다는 표현으로 중립적이며 약간의 긍정적 기대감을 포함
"엔비디아 오랫만에 옛날 신의 모습보였다
지금도 계속 하늘 뚫는데 

SK하이닉스는 내일 날을듯
삼성도 반사이익

그렇다면 오늘 9시 삼성 얼마까지 갈까",2024-09-24 17:29:44+00:00,toss,삼성전자,15464187.0,1.855197983849605e-78,,0.0,0.8,0.2,"신의 모습, 하늘 뚫는 등의 표현으로 탐욕 비중이 높으며, 마지막 문장은 중립적 고민을 나타냄"
"오르면 가진거 올라서 좋고떨어지면 싸게 더 살수있어 좋고좋게좋게 생각하자구요
스트레스들 너무 받지마시고 원래 해뜨기전이 어둡자나요",2024-10-31 16:20:27+00:00,toss,삼성전자,12271544.0,2.072004521055785e-62,,0.1,0.2,0.7,긍정적인 태도와 중립적인 관점의 혼합으로 중립 비중이 높음
